Invoice ID,Branch,City,Customer type,Gender,Product line,Quantity,Sales,Date,Time,Payment,gross income,Rating
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,4,310.044,2/21/2019,18:31,Cash,14.764,6.7
157-13-5295,A,Yangon,Member,Male,Health and beauty,10,545.37,03-09-19,18:24,Ewallet,25.97,6.5
645-78-8093,A,Yangon,Normal,Female,Sports and travel,2,195.594,1/20/2019,18:09,Ewallet,9.314,4.1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,5,91.4025,1/28/2019,15:16,Credit card,4.3525,4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,5,232.155,03-05-19,17:07,Credit card,11.055,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,5,69.405,03-02-19,19:26,Cash,3.305,4.3
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,1,94.1745,01-11-19,11:20,Ewallet,4.4845,4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages,9,235.683,01-11-19,16:49,Credit card,11.223,5.6
448-81-5016,A,Yangon,Normal,Male,Health and beauty,2,125.517,03-11-19,12:01,Credit card,5.977,5.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,2,195.72,2/28/2019,18:37,Credit card,9.32,6
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,4,263.13,01-05-19,11:25,Cash,12.53,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,8,788.508,02-02-19,18:42,Credit card,37.548,8.3
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,8,399.756,01-01-19,14:47,Cash,19.036,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,3,256.41,02-09-19,19:43,Cash,12.21,4.8
604-70-6476,A,Yangon,Member,Male,Fashion accessories,5,94.185,1/23/2019,14:04,Ewallet,4.485,6.8
799-71-1548,A,Yangon,Member,Male,Electronic accessories,4,326.424,01-07-19,16:11,Credit card,15.544,8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,7,536.991,1/14/2019,19:06,Credit card,25.571,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages,9,439.8975,02-02-19,15:34,Ewallet,20.9475,6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,10,369.495,3/17/2019,19:06,Credit card,17.595,8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,2,30.219,03-02-19,19:44,Credit card,1.439,7.2
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,4,99.75,3/16/2019,11:22,Cash,4.75,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,8,494.76,01-06-19,11:23,Cash,23.56,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,4,137.004,1/29/2019,14:12,Cash,6.524,9
366-93-0948,A,Yangon,Member,Male,Electronic accessories,1,69.6675,1/31/2019,10:46,Credit card,3.3175,9.7
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,6,163.233,02-05-19,10:16,Ewallet,7.773,8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories,4,135.45,2/13/2019,12:38,Ewallet,6.45,6.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,4,276.948,02-07-19,13:05,Credit card,13.188,6.9
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,9,709.317,3/19/2019,13:25,Ewallet,33.777,6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,4,69.09,03-07-19,14:53,Ewallet,3.29,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,4,160.86,3/13/2019,19:22,Cash,7.66,5.7
447-15-7839,A,Yangon,Member,Female,Sports and travel,10,233.52,02-09-19,11:00,Cash,11.12,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,1,57.1725,2/26/2019,19:24,Ewallet,2.7225,7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel,7,723.24,03-12-19,12:43,Credit card,34.44,8.7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,4,148.974,3/14/2019,17:22,Credit card,7.094,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages,10,783.3,01-08-19,20:55,Cash,37.3,9.5
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,4,297.108,01-05-19,16:05,Credit card,14.148,4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,10,373.17,01-04-19,13:34,Ewallet,17.77,7
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,5,354.0075,03-06-19,18:13,Ewallet,16.8575,6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,2,44.352,01-03-19,19:17,Cash,2.112,9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,9,203.553,01-07-19,11:44,Credit card,9.693,8.8
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,2,25.263,1/27/2019,15:51,Cash,1.203,5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,6,628.173,2/26/2019,16:52,Ewallet,29.913,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,7,352.5795,01-07-19,20:52,Cash,16.7895,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,10,229.11,01-07-19,17:36,Cash,10.91,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,4,400.764,02-02-19,13:23,Ewallet,19.084,6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,10,745.395,3/20/2019,16:28,Cash,35.495,5.7
828-61-5674,A,Yangon,Member,Male,Sports and travel,10,462.21,3/20/2019,19:57,Credit card,22.01,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,8,587.664,2/15/2019,17:01,Credit card,27.984,6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,1,38.85,03-06-19,13:29,Credit card,1.85,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel,1,16.107,01-06-19,11:09,Cash,0.767,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty,6,628.929,03-04-19,15:02,Ewallet,29.949,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty,4,200.214,03-12-19,14:21,Cash,9.534,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,5,350.07,2/20/2019,18:01,Cash,16.67,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,1,78.603,3/24/2019,14:49,Cash,3.743,6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,9,224.4375,1/31/2019,12:02,Cash,10.6875,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,7,356.5485,1/25/2019,13:30,Credit card,16.9785,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,7,697.368,02-03-19,14:38,Cash,33.208,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,10,423.15,1/24/2019,17:37,Credit card,20.15,7
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,7,204.6975,3/14/2019,17:20,Ewallet,9.7475,6
278-97-7759,A,Yangon,Member,Female,Electronic accessories,1,65.604,2/18/2019,20:29,Cash,3.124,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages,2,76.356,1/21/2019,10:00,Cash,3.636,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,10,190.155,3/13/2019,11:46,Ewallet,9.055,5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,5,272.58,03-03-19,13:42,Cash,12.98,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,4,121.128,3/29/2019,14:44,Cash,5.768,6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,6,493.794,01-10-19,14:16,Ewallet,23.514,5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,4,252.042,1/25/2019,15:54,Cash,12.002,4.5
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,1,93.0405,1/19/2019,10:21,Cash,4.4305,7.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,2,209.622,01-02-19,18:09,Credit card,9.982,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty,1,40.9605,03-12-19,16:46,Credit card,1.9505,4.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,1,51.0405,2/25/2019,15:31,Cash,2.4305,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,4,214.998,3/18/2019,17:15,Credit card,10.238,4.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,8,125.664,2/23/2019,12:29,Cash,5.984,8.6
411-77-0180,A,Yangon,Member,Male,Electronic accessories,7,530.67,3/26/2019,20:14,Ewallet,25.27,4.3
286-01-5402,A,Yangon,Normal,Female,Sports and travel,7,295.6905,3/30/2019,13:22,Cash,14.0805,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,8,745.836,2/17/2019,17:09,Cash,35.516,4.1
512-98-1403,A,Yangon,Member,Female,Electronic accessories,3,83.412,3/21/2019,10:40,Ewallet,3.972,4.7
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,2,172.011,03-05-19,17:43,Cash,8.191,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,6,503.559,1/31/2019,14:04,Cash,23.979,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,2,145.593,02-05-19,19:05,Ewallet,6.933,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages,5,74.7075,02-01-19,10:08,Credit card,3.5575,4.4
423-64-4619,A,Yangon,Member,Female,Health and beauty,9,146.9475,03-07-19,13:12,Cash,6.9975,5
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,10,820.365,02-10-19,20:51,Cash,39.065,4.4
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,2,208.677,2/14/2019,17:29,Cash,9.937,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,3,66.402,02-09-19,10:25,Cash,3.162,7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,5,392.6475,01-10-19,11:34,Cash,18.6975,4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,7,218.0745,03-11-19,18:58,Credit card,10.3845,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,4,185.094,2/18/2019,16:28,Ewallet,8.814,8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,9,216.6885,2/26/2019,20:26,Cash,10.3185,5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,1,41.391,1/18/2019,15:08,Cash,1.971,8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty,6,96.138,2/15/2019,18:03,Ewallet,4.578,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,5,324.2925,03-08-19,13:21,Cash,15.4425,6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,6,135.576,1/17/2019,12:48,Credit card,6.456,9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,4,410.508,03-12-19,19:53,Ewallet,19.548,6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages,5,523.845,03-09-19,19:09,Cash,24.945,5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,4,395.892,03-12-19,16:30,Cash,18.852,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,4,214.746,1/25/2019,10:11,Credit card,10.226,4
340-66-0321,A,Yangon,Member,Male,Electronic accessories,4,152.712,3/25/2019,13:07,Cash,7.272,7.6
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,9,208.089,02-07-19,18:48,Cash,9.909,6.8
634-97-8956,A,Yangon,Normal,Male,Food and beverages,3,103.635,2/17/2019,17:27,Credit card,4.935,9.1
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,5,404.355,02-03-19,15:59,Cash,19.255,5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages,2,49.308,3/14/2019,11:21,Credit card,2.348,7.9
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,5,77.175,3/24/2019,13:48,Ewallet,3.675,8.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories,5,149.3625,3/21/2019,10:17,Credit card,7.1125,9.1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,9,721.98,3/19/2019,15:49,Ewallet,34.38,7.5
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,6,365.085,2/24/2019,13:02,Cash,17.385,5.2
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,3,150.0975,3/28/2019,12:58,Credit card,7.1475,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages,9,404.649,02-05-19,15:26,Credit card,19.269,8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,3,151.4835,02-10-19,18:23,Credit card,7.2135,7.8
433-75-6987,B,Mandalay,Member,Female,Health and beauty,7,411.3795,03-05-19,19:06,Ewallet,19.5895,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,7,565.215,2/15/2019,20:21,Cash,26.915,7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,5,509.4075,1/30/2019,16:24,Ewallet,24.2575,9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel,3,140.6475,2/14/2019,15:04,Cash,6.6975,6.2
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,9,736.4385,2/27/2019,16:10,Ewallet,35.0685,7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories,1,75.5475,02-04-19,12:14,Cash,3.5975,7.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,8,749.7,1/20/2019,10:13,Cash,35.7,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,7,191.247,3/28/2019,17:38,Cash,9.107,5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,10,141.75,2/27/2019,11:06,Credit card,6.75,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,10,1042.65,2/15/2019,14:53,Credit card,49.65,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,7,379.9215,1/26/2019,18:22,Cash,18.0915,5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,7,402.2655,3/14/2019,19:02,Credit card,19.1555,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,9,255.15,03-02-19,14:16,Cash,12.15,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,1,31.752,03-04-19,15:44,Cash,1.512,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages,4,374.388,01-07-19,12:20,Credit card,17.828,7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,10,394.275,03-08-19,20:01,Credit card,18.775,9.3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,10,1002.12,01-09-19,13:45,Cash,47.72,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,3,86.625,03-01-19,15:40,Ewallet,4.125,6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,1,78.7185,3/16/2019,16:58,Cash,3.7485,5.6
612-36-5536,A,Yangon,Member,Male,Food and beverages,8,680.064,2/17/2019,11:12,Credit card,32.384,7.4
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,8,793.548,2/27/2019,15:12,Cash,37.788,9.1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,2,209.559,03-07-19,20:37,Ewallet,9.979,8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,6,461.286,1/21/2019,17:44,Cash,21.966,7.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,4,173.208,2/19/2019,16:23,Cash,8.248,7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,4,343.056,01-06-19,12:12,Cash,16.336,9.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,9,484.974,3/14/2019,19:33,Cash,23.094,5.6
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,4,276.948,3/24/2019,10:29,Cash,13.188,6
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,10,150.78,1/27/2019,14:28,Cash,7.18,5.4
254-31-0042,A,Yangon,Member,Male,Electronic accessories,9,203.175,03-06-19,12:46,Credit card,9.675,7.8
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,7,193.011,02-02-19,19:40,Cash,9.191,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,2,128.016,1/25/2019,19:39,Credit card,6.096,4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,6,441.693,3/14/2019,17:54,Ewallet,21.033,5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,6,265.104,1/29/2019,12:25,Cash,12.624,8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,5,352.2225,01-03-19,16:47,Credit card,16.7725,9.1
667-23-5919,A,Yangon,Member,Female,Fashion accessories,5,507.675,1/14/2019,12:52,Ewallet,24.175,7
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,9,334.341,01-05-19,19:50,Credit card,15.921,9.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,7,701.8515,2/22/2019,18:17,Ewallet,33.4215,8.7
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,4,407.316,02-06-19,17:20,Ewallet,19.396,9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,4,99.33,1/30/2019,13:32,Credit card,4.73,4
289-15-7034,A,Yangon,Member,Male,Sports and travel,4,345.786,01-11-19,10:37,Credit card,16.466,7.5
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,2,55.881,3/19/2019,14:35,Cash,2.661,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,5,523.3725,1/14/2019,12:09,Cash,24.9225,9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,4,314.538,03-01-19,15:32,Ewallet,14.978,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,5,214.935,01-06-19,13:58,Ewallet,10.235,9.9
525-88-7307,B,Mandalay,Member,Male,Sports and travel,1,79.611,1/31/2019,13:19,Cash,3.791,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,6,294.651,03-11-19,13:37,Cash,14.031,6
725-56-0833,A,Yangon,Normal,Female,Health and beauty,10,339.36,2/20/2019,16:49,Credit card,16.16,10
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,9,510.9615,1/27/2019,14:55,Ewallet,24.3315,9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,7,133.917,03-10-19,14:04,Credit card,6.377,6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,3,253.512,2/15/2019,12:31,Cash,12.072,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,10,398.475,1/26/2019,14:51,Cash,18.975,9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories,1,80.661,2/13/2019,18:27,Ewallet,3.841,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,10,548.73,03-09-19,12:45,Credit card,26.13,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty,1,83.727,03-06-19,10:36,Ewallet,3.987,7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty,5,406.875,1/24/2019,20:36,Ewallet,19.375,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages,5,284.9175,3/13/2019,14:16,Ewallet,13.5675,4.6
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,9,128.4255,3/15/2019,10:26,Cash,6.1155,5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty,6,258.678,03-05-19,13:30,Credit card,12.318,8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,9,181.818,03-04-19,16:28,Cash,8.658,8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,6,248.409,3/25/2019,20:18,Credit card,11.829,9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,4,194.124,03-12-19,20:04,Credit card,9.244,6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,1,14.679,02-04-19,13:38,Ewallet,0.699,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,5,208.6875,2/22/2019,10:43,Ewallet,9.9375,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,7,718.7565,2/16/2019,17:30,Ewallet,34.2265,4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel,4,282.492,1/19/2019,15:28,Credit card,13.452,8
732-67-5346,A,Yangon,Normal,Male,Food and beverages,5,72.3975,01-11-19,19:07,Credit card,3.4475,7.8
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,4,288.582,01-04-19,19:01,Cash,13.742,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,4,237.426,03-04-19,19:48,Ewallet,11.306,5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,5,125.055,1/28/2019,19:24,Ewallet,5.955,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,10,359.205,01-02-19,13:00,Cash,17.105,5.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,2,45.927,1/25/2019,14:29,Ewallet,2.187,6.9
132-23-6451,A,Yangon,Member,Male,Health and beauty,5,110.0925,01-04-19,13:21,Cash,5.2425,7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel,3,81.396,03-10-19,18:55,Ewallet,3.876,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,8,427.812,3/22/2019,19:36,Ewallet,20.372,9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,1,100.9155,1/25/2019,16:28,Ewallet,4.8055,7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,4,190.596,01-08-19,13:48,Credit card,9.076,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,1,85.5855,1/22/2019,10:57,Ewallet,4.0755,9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,2,120.162,01-12-19,17:13,Ewallet,5.722,8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories,7,185.367,02-04-19,10:23,Cash,8.827,8.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,3,121.59,3/28/2019,13:57,Ewallet,5.79,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,3,264.7575,1/23/2019,13:29,Cash,12.6075,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,10,1020.705,02-08-19,13:00,Credit card,48.605,8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,8,213.528,3/19/2019,19:42,Credit card,10.168,6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,1,17.094,03-09-19,15:36,Cash,0.814,5
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,9,383.7645,01-02-19,13:40,Cash,18.2745,7
269-10-8440,A,Yangon,Member,Male,Health and beauty,7,390.7995,1/21/2019,18:01,Cash,18.6095,8.9
650-98-6268,B,Mandalay,Member,Female,Food and beverages,3,65.7405,3/20/2019,13:53,Credit card,3.1305,8
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,5,353.1675,2/27/2019,17:27,Cash,16.8175,6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,10,951.825,03-08-19,10:53,Ewallet,45.325,7.3
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,2,145.068,1/31/2019,19:48,Credit card,6.908,6.9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,2,90.867,03-08-19,16:53,Ewallet,4.327,5.7
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,6,147.798,1/13/2019,19:14,Ewallet,7.038,6.4
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,7,702.219,03-09-19,14:36,Credit card,33.439,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,1,49.812,2/22/2019,18:19,Credit card,2.372,6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,9,937.818,3/19/2019,19:09,Ewallet,44.658,9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,4,348.306,1/20/2019,16:51,Ewallet,16.586,9.6
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,6,214.137,03-08-19,15:37,Credit card,10.197,7.7
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,4,71.568,03-08-19,20:15,Ewallet,3.408,7
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,8,343.224,02-07-19,14:38,Credit card,16.344,6.5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,5,91.56,1/15/2019,19:25,Cash,4.36,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel,8,742.812,3/22/2019,19:35,Credit card,35.372,4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,9,843.0345,1/15/2019,15:42,Credit card,40.1445,6.5
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,1,13.419,01-08-19,14:11,Ewallet,0.639,9.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,7,140.385,1/15/2019,10:43,Cash,6.685,9.7
390-80-5128,B,Mandalay,Member,Female,Health and beauty,1,20.1075,1/28/2019,17:58,Credit card,0.9575,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,10,290.43,2/14/2019,11:26,Credit card,13.83,8.9
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,3,144.081,03-10-19,17:38,Credit card,6.861,6.5
296-11-7041,B,Mandalay,Member,Female,Health and beauty,1,28.4235,01-12-19,20:07,Credit card,1.3535,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,1,41.076,3/26/2019,11:02,Credit card,1.956,9.6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,6,470.673,01-01-19,19:07,Cash,22.413,6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,6,138.663,01-02-19,18:50,Cash,6.603,7.6
727-17-0390,A,Yangon,Normal,Female,Food and beverages,5,333.9525,3/16/2019,12:43,Ewallet,15.9025,4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty,1,26.25,03-03-19,15:09,Ewallet,1.25,5.5
187-83-5490,A,Yangon,Member,Male,Electronic accessories,4,87.234,1/31/2019,13:47,Cash,4.154,4.7
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,5,155.19,2/13/2019,16:59,Cash,7.39,6.9
710-46-4433,B,Mandalay,Member,Female,Food and beverages,9,731.43,2/15/2019,14:15,Credit card,34.83,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,10,833.595,02-07-19,20:24,Cash,39.695,6.2
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,10,488.985,1/27/2019,13:58,Cash,23.285,7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,1,37.6845,2/23/2019,16:52,Credit card,1.7945,7.9
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,5,212.73,02-03-19,15:19,Cash,10.13,4.5
234-03-4040,B,Mandalay,Member,Female,Food and beverages,10,767.025,03-03-19,12:25,Credit card,36.525,8.7
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,4,310.59,02-03-19,10:02,Cash,14.79,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,1,23.751,3/17/2019,18:58,Cash,1.131,6.4
470-32-9057,A,Yangon,Member,Male,Food and beverages,5,269.535,3/28/2019,15:31,Credit card,12.835,9.1
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,10,572.775,03-02-19,11:22,Credit card,27.275,7.1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,7,273.0525,02-08-19,13:12,Credit card,13.0025,7.7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,6,233.226,3/22/2019,18:33,Cash,11.106,4.5
